# Title: August 2025 Contiguous U.S. County Palmer Drought Severity Index (PDSI)
# Note: Period of Record: 131 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
MS-115,Pontotoc County,Mississippi,1.61,94,1.74,-0.13
MS-117,Prentiss County,Mississippi,1.43,95,1.36,0.07
MS-119,Quitman County,Mississippi,-1.06,46,-1.26,0.2
MS-121,Rankin County,Mississippi,0.99,78,0.98,0.01
MS-123,Scott County,Mississippi,1.37,87,1.25,0.12
MS-125,Sharkey County,Mississippi,0.83,81,0.88,-0.05
MS-127,Simpson County,Mississippi,0.61,72,0.65,-0.04
MS-129,Smith County,Mississippi,0.97,85,1,-0.03
MS-131,Stone County,Mississippi,1.02,84,1.16,-0.14
MS-133,Sunflower County,Mississippi,-1.79,34,-1.73,-0.06
MS-135,Tallahatchie County,Mississippi,-1.04,46,-1.1,0.06
MS-137,Tate County,Mississippi,1.15,85,0.89,0.26
MS-139,Tippah County,Mississippi,1.43,92,1.41,0.02
MS-141,Tishomingo County,Mississippi,1.34,90,1.31,0.03
MS-143,Tunica County,Mississippi,1.11,81,0.85,0.26
MS-145,Union County,Mississippi,1.54,97,1.65,-0.11
MS-147,Walthall County,Mississippi,-2.34,21,-2.05,-0.29
MS-149,Warren County,Mississippi,0,63,-0.14,0.14
MS-151,Washington County,Mississippi,-0.81,54,-0.83,0.02
MS-153,Wayne County,Mississippi,1.33,93,1.38,-0.05
MS-155,Webster County,Mississippi,1.3,89,1.37,-0.07
MS-157,Wilkinson County,Mississippi,-0.44,56,-0.45,0.01
MS-159,Winston County,Mississippi,1.54,93,1.68,-0.14
MS-161,Yalobusha County,Mississippi,0.96,82,0.84,0.12
MS-163,Yazoo County,Mississippi,0,68,0.13,-0.13
MO-001,Adair County,Missouri,1.43,87,1.34,0.09
MO-003,Andrew County,Missouri,1.03,75,0.89,0.14
MO-005,Atchison County,Missouri,-2.91,14,-2.88,-0.03
MO-007,Audrain County,Missouri,0.7,71,0.49,0.21
MO-009,Barry County,Missouri,-1.07,44,-1.19,0.12
MO-011,Barton County,Missouri,1.75,87,1.52,0.23
MO-013,Bates County,Missouri,1.36,80,1.36,-0
MO-015,Benton County,Missouri,-0.59,53,-0.9,0.31
MO-017,Bollinger County,Missouri,1.02,86,0.98,0.04
MO-019,Boone County,Missouri,-0.76,48,-0.88,0.12
MO-021,Buchanan County,Missouri,0.59,73,0.63,-0.04
MO-023,Butler County,Missouri,0.89,81,0.72,0.17
MO-025,Caldwell County,Missouri,-0.66,53,-0.71,0.05
MO-027,Callaway County,Missouri,-0.69,42,-0.94,0.25
MO-029,Camden County,Missouri,0.81,74,0.65,0.16
MO-031,Cape Girardeau County,Missouri,1.72,100,1.81,-0.09
MO-033,Carroll County,Missouri,1,73,0.87,0.13
MO-035,Carter County,Missouri,-1.24,27,-1.77,0.53
MO-037,Cass County,Missouri,1.11,80,1.04,0.07
MO-039,Cedar County,Missouri,1.83,87,1.51,0.32
MO-041,Chariton County,Missouri,1.02,80,0.94,0.08
MO-043,Christian County,Missouri,-1.15,34,-1.51,0.36
MO-045,Clark County,Missouri,1.09,85,1.38,-0.29
MO-047,Clay County,Missouri,-2.72,15,-2.62,-0.1
MO-049,Clinton County,Missouri,-2.92,16,-2.73,-0.19
MO-051,Cole County,Missouri,-0.72,45,-0.75,0.03
MO-053,Cooper County,Missouri,0.64,69,0.51,0.13
MO-055,Crawford County,Missouri,1.78,90,1.62,0.16
MO-057,Dade County,Missouri,1.34,79,0.97,0.37
MO-059,Dallas County,Missouri,1.25,80,1.04,0.21
MO-061,Daviess County,Missouri,0.86,72,0.72,0.14
MO-063,DeKalb County,Missouri,0.91,79,0.88,0.03
MO-065,Dent County,Missouri,2.12,97,1.95,0.17
MO-067,Douglas County,Missouri,2.73,113,2.48,0.25
MO-069,Dunklin County,Missouri,0.64,78,0.69,-0.05
MO-071,Franklin County,Missouri,2.1,95,1.74,0.36
MO-073,Gasconade County,Missouri,1.52,79,1.27,0.25
MO-075,Gentry County,Missouri,1.27,82,1.19,0.08
MO-077,Greene County,Missouri,0.99,79,0.76,0.23
MO-079,Grundy County,Missouri,0.89,71,0.61,0.28
MO-081,Harrison County,Missouri,0.97,81,0.81,0.16
MO-083,Henry County,Missouri,-0.59,50,-0.77,0.18
MO-085,Hickory County,Missouri,0.91,67,0.54,0.37
MO-087,Holt County,Missouri,-0.98,43,-1.01,0.03
MO-089,Howard County,Missouri,-0.53,50,-0.64,0.11
MO-091,Howell County,Missouri,2.62,110,2.34,0.28
MO-093,Iron County,Missouri,1.05,80,0.92,0.13
MO-095,Jackson County,Missouri,0.7,78,0.76,-0.06
MO-097,Jasper County,Missouri,0.58,74,0.45,0.13
MO-099,Jefferson County,Missouri,1.36,78,0.91,0.45
MO-101,Johnson County,Missouri,0.65,71,0.58,0.07
MO-103,Knox County,Missouri,0.88,78,0.9,-0.02
MO-105,Laclede County,Missouri,1.25,81,1.05,0.2
MO-107,Lafayette County,Missouri,1.02,75,0.92,0.1
MO-109,Lawrence County,Missouri,0.61,72,0.4,0.21
MO-111,Lewis County,Missouri,-1.83,28,-1.75,-0.08
MO-113,Lincoln County,Missouri,-0.55,50,-0.8,0.25
MO-115,Linn County,Missouri,0.95,68,0.76,0.19
MO-117,Livingston County,Missouri,0.76,65,0.52,0.24
MO-119,McDonald County,Missouri,1.4,94,1.26,0.14
MO-121,Macon County,Missouri,0.83,78,0.78,0.05
MO-123,Madison County,Missouri,-1.19,36,-1.14,-0.05
MO-125,Maries County,Missouri,0.69,79,0.62,0.07
MO-127,Marion County,Missouri,-1.84,31,-1.77,-0.07
MO-129,Mercer County,Missouri,0.94,81,0.8,0.14
MO-131,Miller County,Missouri,-1.46,38,-1.56,0.1
MO-133,Mississippi County,Missouri,1.7,104,2.06,-0.36
MO-135,Moniteau County,Missouri,-0.72,45,-0.88,0.16
MO-137,Monroe County,Missouri,-2.12,23,-2.25,0.13
MO-139,Montgomery County,Missouri,1.01,77,0.73,0.28
MO-141,Morgan County,Missouri,0.62,72,0.42,0.2
MO-143,New Madrid County,Missouri,1.24,92,1.42,-0.18
MO-145,Newton County,Missouri,-1.81,19,-2.05,0.24
MO-147,Nodaway County,Missouri,-1.04,44,-1.16,0.12
MO-149,Oregon County,Missouri,2.19,103,1.97,0.22
MO-151,Osage County,Missouri,0.64,70,0.37,0.27
MO-153,Ozark County,Missouri,3.82,124,3.65,0.17
MO-155,Pemiscot County,Missouri,-1.4,35,-1.35,-0.05
MO-157,Perry County,Missouri,0.84,82,0.9,-0.06
MO-159,Pettis County,Missouri,1.08,75,0.81,0.27
MO-161,Phelps County,Missouri,1.41,86,1.28,0.13
MO-163,Pike County,Missouri,-0.57,55,-0.76,0.19
MO-165,Platte County,Missouri,0.58,74,0.71,-0.13
MO-167,Polk County,Missouri,1.11,71,0.78,0.33
MO-169,Pulaski County,Missouri,1.33,86,1.2,0.13
MO-171,Putnam County,Missouri,1.45,82,1.29,0.16
MO-173,Ralls County,Missouri,-1.91,32,-1.88,-0.03
MO-175,Randolph County,Missouri,0.71,71,0.58,0.13
MO-177,Ray County,Missouri,-1.37,42,-1.48,0.11
MO-179,Reynolds County,Missouri,0.64,69,0.33,0.31
MO-181,Ripley County,Missouri,1.13,86,0.99,0.14
MO-183,St. Charles County,Missouri,2.74,104,2.45,0.29
MO-185,St. Clair County,Missouri,1.15,72,0.81,0.34
MO-186,Ste. Genevieve County,Missouri,0.75,74,0.55,0.2
MO-187,St. Francois County,Missouri,1.29,84,1.15,0.14
MO-189,St. Louis County,Missouri,2.47,98,2.15,0.32
MO-195,Saline County,Missouri,1.25,79,0.95,0.3
MO-197,Schuyler County,Missouri,1.55,91,1.54,0.01
MO-199,Scotland County,Missouri,1.36,91,1.55,-0.19
MO-201,Scott County,Missouri,1.71,99,1.9,-0.19
MO-203,Shannon County,Missouri,1.12,84,0.86,0.26
MO-205,Shelby County,Missouri,-1.74,28,-1.69,-0.05
MO-207,Stoddard County,Missouri,0.93,81,0.96,-0.03
MO-209,Stone County,Missouri,-1.3,27,-1.6,0.3
MO-211,Sullivan County,Missouri,1.09,78,0.95,0.14
MO-213,Taney County,Missouri,1.34,88,1.08,0.26
MO-215,Texas County,Missouri,0.89,81,0.65,0.24
MO-217,Vernon County,Missouri,2.08,90,1.89,0.19
MO-219,Warren County,Missouri,1.92,91,1.65,0.27
MO-221,Washington County,Missouri,2.46,98,2.31,0.15
MO-223,Wayne County,Missouri,-1.28,31,-1.52,0.24
MO-225,Webster County,Missouri,1.16,79,0.96,0.2
MO-227,Worth County,Missouri,0.84,78,0.74,0.1
MO-229,Wright County,Missouri,1.26,86,1.09,0.17
MO-510,St. Louis City,Missouri,1.78,84,1.45,0.33
MT-001,Beaverhead County,Montana,-4.77,4,-5.43,0.66
MT-003,Big Horn County,Montana,0.73,76,0.72,0.01
MT-005,Blaine County,Montana,-0.77,56,-0.82,0.05
MT-007,Broadwater County,Montana,-4.01,17,-4.39,0.38
MT-009,Carbon County,Montana,-2.56,35,-2.52,-0.04
MT-011,Carter County,Montana,1.52,77,0.9,0.62
MT-013,Cascade County,Montana,-3.41,16,-3.85,0.44
MT-015,Chouteau County,Montana,-1.45,54,-1.37,-0.08
MT-017,Custer County,Montana,-1.14,43,-1.69,0.55
MT-019,Daniels County,Montana,-2.01,32,-2.52,0.51
MT-021,Dawson County,Montana,-0.95,45,-1.4,0.45
MT-023,Deer Lodge County,Montana,-2.95,16,-3.26,0.31
MT-025,Fallon County,Montana,-1.09,45,-1.68,0.59
MT-027,Fergus County,Montana,0.75,80,0.66,0.09
MT-029,Flathead County,Montana,-2.5,23,-2.41,-0.09
MT-031,Gallatin County,Montana,-3.22,15,-3.19,-0.03
MT-033,Garfield County,Montana,1.4,79,0.77,0.63
MT-035,Glacier County,Montana,-3.86,8,-3.89,0.03
MT-037,Golden Valley County,Montana,1.45,76,0.69,0.76
MT-039,Granite County,Montana,-4.04,7,-4.29,0.25
MT-041,Hill County,Montana,1.86,92,1.74,0.12
MT-043,Jefferson County,Montana,-3.28,22,-4.05,0.77
MT-045,Judith Basin County,Montana,-2.6,29,-2.75,0.15
MT-047,Lake County,Montana,-2.59,24,-2.5,-0.09
MT-049,Lewis and Clark County,Montana,-3.9,8,-4.02,0.12
MT-051,Liberty County,Montana,0,72,-0.13,0.13
MT-053,Lincoln County,Montana,-2.85,20,-2.81,-0.04
MT-055,McCone County,Montana,-1.61,40,-1.74,0.13
MT-057,Madison County,Montana,-2.75,13,-3.07,0.32
MT-059,Meagher County,Montana,-3.1,22,-3.19,0.09
MT-061,Mineral County,Montana,-2.78,11,-2.78,-0
MT-063,Missoula County,Montana,-3.47,7,-3.51,0.04
MT-065,Musselshell County,Montana,1.85,81,1.31,0.54
MT-067,Park County,Montana,-2.95,17,-3.18,0.23
MT-069,Petroleum County,Montana,1.32,91,1.39,-0.07
MT-071,Phillips County,Montana,-1.72,39,-2.06,0.34
MT-073,Pondera County,Montana,-5.68,5,-5.87,0.19
MT-075,Powder River County,Montana,-0.78,52,-1.29,0.51
MT-077,Powell County,Montana,-3.92,6,-4.11,0.19
MT-079,Prairie County,Montana,-1.45,33,-1.93,0.48
MT-081,Ravalli County,Montana,-3.05,9,-3.2,0.15
MT-083,Richland County,Montana,-2.4,23,-2.72,0.32
MT-085,Roosevelt County,Montana,-1.65,39,-1.8,0.15
MT-087,Rosebud County,Montana,0,62,-0.41,0.41
MT-089,Sanders County,Montana,-3.72,4,-3.66,-0.06
MT-091,Sheridan County,Montana,-1.51,39,-1.86,0.35
MT-093,Silver Bow County,Montana,-4.17,13,-4.93,0.76
MT-095,Stillwater County,Montana,0,57,-0.52,0.52
MT-097,Sweet Grass County,Montana,0.57,62,-0.16,0.73
MT-099,Teton County,Montana,-5.02,6,-5.36,0.34
MT-101,Toole County,Montana,-2,33,-2.23,0.23
MT-103,Treasure County,Montana,2.4,89,1.94,0.46
MT-105,Valley County,Montana,-1.79,31,-2.3,0.51
MT-107,Wheatland County,Montana,-1.42,39,-2.02,0.6
MT-109,Wibaux County,Montana,-1.07,36,-1.72,0.65
MT-111,Yellowstone County,Montana,2.26,91,2.01,0.25
NE-001,Adams County,Nebraska,-1.99,30,-2.37,0.38
NE-003,Antelope County,Nebraska,2.55,84,1.9,0.65
NE-005,Arthur County,Nebraska,-2.05,31,-2.72,0.67
NE-007,Banner County,Nebraska,-3.29,17,-4.34,1.05
NE-009,Blaine County,Nebraska,2.86,92,2.11,0.75
NE-011,Boone County,Nebraska,4.07,115,3.6,0.47
NE-013,Box Butte County,Nebraska,-1.74,35,-2.73,0.99
NE-015,Boyd County,Nebraska,1.42,73,0.93,0.49
NE-017,Brown County,Nebraska,2.59,89,1.75,0.84
NE-019,Buffalo County,Nebraska,1.31,76,1.04,0.27
NE-021,Burt County,Nebraska,3.5,112,2.82,0.68
NE-023,Butler County,Nebraska,1.77,76,1.11,0.66
NE-025,Cass County,Nebraska,-1.59,43,-1.61,0.02
NE-027,Cedar County,Nebraska,2.79,82,1.84,0.95
NE-029,Chase County,Nebraska,1.81,85,0.92,0.89
NE-031,Cherry County,Nebraska,-1.28,36,-2.15,0.87
NE-033,Cheyenne County,Nebraska,-2.03,35,-2.73,0.7
NE-035,Clay County,Nebraska,-2.05,24,-2.57,0.52
NE-037,Colfax County,Nebraska,2.62,100,2.03,0.59
NE-039,Cuming County,Nebraska,3.12,94,2.2,0.92
NE-041,Custer County,Nebraska,-1.05,39,-1.75,0.7
NE-043,Dakota County,Nebraska,2.78,91,2.11,0.67
NE-045,Dawes County,Nebraska,-4.27,14,-5.73,1.46
NE-047,Dawson County,Nebraska,-0.78,41,-1.2,0.42
NE-049,Deuel County,Nebraska,-2.11,34,-2.77,0.66
NE-051,Dixon County,Nebraska,3.21,95,2.37,0.84
NE-053,Dodge County,Nebraska,3.15,107,2.61,0.54
NE-055,Douglas County,Nebraska,2.11,86,1.7,0.41
NE-057,Dundy County,Nebraska,-0.65,53,-1.37,0.72
NE-059,Fillmore County,Nebraska,-2.14,25,-2.62,0.48
NE-061,Franklin County,Nebraska,-2,26,-2.17,0.17
NE-063,Frontier County,Nebraska,-1.11,41,-1.67,0.56
NE-065,Furnas County,Nebraska,-1.04,38,-1.54,0.5
NE-067,Gage County,Nebraska,-2.79,21,-2.8,0.01
NE-069,Garden County,Nebraska,-2.21,23,-3.18,0.97
NE-071,Garfield County,Nebraska,5.24,120,4.68,0.56
NE-073,Gosper County,Nebraska,-1.26,34,-1.84,0.58
NE-075,Grant County,Nebraska,-1.54,36,-2.13,0.59
NE-077,Greeley County,Nebraska,4.61,116,3.89,0.72
NE-079,Hall County,Nebraska,1.74,75,1.09,0.65
NE-081,Hamilton County,Nebraska,1.51,67,0.58,0.93
NE-083,Harlan County,Nebraska,-1.65,33,-2.16,0.51
NE-085,Hayes County,Nebraska,1.34,76,0.41,0.93
NE-087,Hitchcock County,Nebraska,-1.18,39,-1.75,0.57
NE-089,Holt County,Nebraska,2.28,84,1.75,0.53
NE-091,Hooker County,Nebraska,-0.83,50,-0.89,0.06
NE-093,Howard County,Nebraska,3.66,103,2.88,0.78
NE-095,Jefferson County,Nebraska,-3.38,14,-3.5,0.12
NE-097,Johnson County,Nebraska,-2.41,20,-2.44,0.03
NE-099,Kearney County,Nebraska,-1.96,31,-2.17,0.21
NE-101,Keith County,Nebraska,-2.24,27,-2.86,0.62
NE-103,Keya Paha County,Nebraska,1.09,70,0.31,0.78
NE-105,Kimball County,Nebraska,-2.69,25,-3.4,0.71
NE-107,Knox County,Nebraska,2.48,86,1.86,0.62
NE-109,Lancaster County,Nebraska,-1.99,25,-2.43,0.44
NE-111,Lincoln County,Nebraska,1.66,80,1.08,0.58
NE-113,Logan County,Nebraska,-1.15,43,-1.55,0.4
NE-115,Loup County,Nebraska,3.74,103,2.86,0.88
NE-117,McPherson County,Nebraska,-1.14,48,-1.34,0.2
NE-119,Madison County,Nebraska,3.11,101,2.47,0.64
NE-121,Merrick County,Nebraska,2.79,88,1.88,0.91
NE-123,Morrill County,Nebraska,-1.4,39,-2.37,0.97
NE-125,Nance County,Nebraska,3.54,104,2.74,0.8
NE-127,Nemaha County,Nebraska,-2.12,29,-2.09,-0.03
NE-129,Nuckolls County,Nebraska,-2.86,21,-3.11,0.25
NE-131,Otoe County,Nebraska,-2.18,23,-2.31,0.13
NE-133,Pawnee County,Nebraska,-1.39,36,-1.52,0.13
NE-135,Perkins County,Nebraska,-1.06,46,-1.84,0.78
NE-137,Phelps County,Nebraska,-1.59,34,-2.08,0.49
NE-139,Pierce County,Nebraska,2.69,94,1.95,0.74
NE-141,Platte County,Nebraska,3.16,104,2.57,0.59
NE-143,Polk County,Nebraska,1.61,71,0.89,0.72
NE-145,Red Willow County,Nebraska,-2.85,19,-3.31,0.46
NE-147,Richardson County,Nebraska,-1.75,37,-1.79,0.04
NE-149,Rock County,Nebraska,2.72,91,1.97,0.75
NE-151,Saline County,Nebraska,-1.79,30,-2.29,0.5
NE-153,Sarpy County,Nebraska,1.66,92,1.58,0.08
NE-155,Saunders County,Nebraska,2.26,89,1.93,0.33
NE-157,Scotts Bluff County,Nebraska,-2.88,23,-3.85,0.97
NE-159,Seward County,Nebraska,-1.78,24,-2.69,0.91
NE-161,Sheridan County,Nebraska,-2.89,18,-3.95,1.06
NE-163,Sherman County,Nebraska,3.87,104,3.08,0.79
NE-165,Sioux County,Nebraska,-4.04,14,-4.92,0.88
NE-167,Stanton County,Nebraska,2.96,91,2.07,0.89
NE-169,Thayer County,Nebraska,-2.85,20,-2.99,0.14
NE-171,Thomas County,Nebraska,3.44,98,3.04,0.4
NE-173,Thurston County,Nebraska,2.9,92,2.16,0.74
NE-175,Valley County,Nebraska,3.84,99,2.96,0.88
NE-177,Washington County,Nebraska,2.95,103,2.5,0.45
NE-179,Wayne County,Nebraska,3.12,93,2.29,0.83
NE-181,Webster County,Nebraska,-2.24,26,-2.37,0.13
NE-183,Wheeler County,Nebraska,4.54,116,4.06,0.48
NE-185,York County,Nebraska,-1.95,24,-2.86,0.91
NV-001,Churchill County,Nevada,-4.91,4,-4.41,-0.5
NV-003,Clark County,Nevada,-4.61,2,-4.41,-0.2
NV-005,Douglas County,Nevada,-1.96,44,-1.7,-0.26
NV-007,Elko County,Nevada,-2.92,35,-2.61,-0.31
NV-009,Esmeralda County,Nevada,-5.03,1,-4.8,-0.23
NV-011,Eureka County,Nevada,-3.75,26,-3.84,0.09
NV-013,Humboldt County,Nevada,-2.02,44,-2.15,0.13
NV-015,Lander County,Nevada,-2.43,40,-2.24,-0.19
NV-017,Lincoln County,Nevada,-5.23,2,-5.1,-0.13
NV-019,Lyon County,Nevada,-3.36,29,-2.98,-0.38
NV-021,Mineral County,Nevada,-4.4,10,-3.95,-0.45
NV-023,Nye County,Nevada,-5.78,1,-5.69,-0.09
NV-027,Pershing County,Nevada,-3.76,18,-3.56,-0.2
NV-029,Storey County,Nevada,-3.26,30,-3.07,-0.19
NV-031,Washoe County,Nevada,-2,45,-2.21,0.21
NV-033,White Pine County,Nevada,-4.59,9,-4.87,0.28
NV-510,Carson City,Nevada,-2.66,32,-2.36,-0.3
NH-001,Belknap County,New Hampshire,-1.89,21,-1.96,0.07
NH-003,Carroll County,New Hampshire,-2.17,14,-2.15,-0.02
NH-005,Cheshire County,New Hampshire,-2.45,12,-2.37,-0.08
NH-007,Coos County,New Hampshire,-2.37,9,-2.18,-0.19
NH-009,Grafton County,New Hampshire,-2.29,14,-2.06,-0.23
NH-011,Hillsborough County,New Hampshire,-2.17,19,-2.01,-0.16
NH-013,Merrimack County,New Hampshire,-2.31,13,-2.23,-0.08
NH-015,Rockingham County,New Hampshire,-2.31,18,-2.03,-0.28
NH-017,Strafford County,New Hampshire,-2.44,14,-2.2,-0.24
NH-019,Sullivan County,New Hampshire,-2.71,5,-2.67,-0.04
NJ-001,Atlantic County,New Jersey,-2.99,6,-2.97,-0.02
NJ-003,Bergen County,New Jersey,-3.22,7,-3.05,-0.17
NJ-005,Burlington County,New Jersey,-2.66,12,-2.83,0.17
NJ-007,Camden County,New Jersey,-3.09,8,-3.11,0.02
NJ-009,Cape May County,New Jersey,-3.02,9,-3.04,0.02
NJ-011,Cumberland County,New Jersey,-3.24,7,-3.22,-0.02
NJ-013,Essex County,New Jersey,-2.99,10,-2.91,-0.08
NJ-015,Gloucester County,New Jersey,-3.29,7,-3.25,-0.04
NJ-017,Hudson County,New Jersey,-3.18,8,-3.17,-0.01
NJ-019,Hunterdon County,New Jersey,-2.84,10,-2.93,0.09
NJ-021,Mercer County,New Jersey,-2.93,9,-3.18,0.25
NJ-023,Middlesex County,New Jersey,-2.69,12,-2.96,0.27
NJ-025,Monmouth County,New Jersey,-2.81,10,-2.96,0.15
NJ-027,Morris County,New Jersey,-2.73,11,-2.72,-0.01
NJ-029,Ocean County,New Jersey,-2.72,11,-2.87,0.15
NJ-031,Passaic County,New Jersey,-3.72,4,-3.64,-0.08
NJ-033,Salem County,New Jersey,-2.8,8,-2.84,0.04
NJ-035,Somerset County,New Jersey,-2.6,14,-2.74,0.14
NJ-037,Sussex County,New Jersey,-2.59,12,-2.53,-0.06
NJ-039,Union County,New Jersey,-2.74,13,-2.8,0.06
NJ-041,Warren County,New Jersey,-2.31,13,-2.25,-0.06
NM-001,Bernalillo County,New Mexico,-4.16,12,-4.38,0.22
NM-003,Catron County,New Mexico,-6.44,2,-6.63,0.19
NM-005,Chaves County,New Mexico,-2.42,31,-2.53,0.11
NM-006,Cibola County,New Mexico,-4.86,6,-5.46,0.6
NM-007,Colfax County,New Mexico,1.38,86,0.91,0.47
NM-009,Curry County,New Mexico,1.44,87,1.14,0.3
NM-011,De Baca County,New Mexico,0.94,89,0.74,0.2
NM-013,Dona Ana County,New Mexico,-4.18,2,-4.28,0.1
NM-015,Eddy County,New Mexico,-2.72,25,-2.78,0.06
NM-017,Grant County,New Mexico,-5.87,1,-6.02,0.15
NM-019,Guadalupe County,New Mexico,1.2,91,0.94,0.26
NM-021,Harding County,New Mexico,1.52,93,1.33,0.19
NM-023,Hidalgo County,New Mexico,-6.5,1,-6.56,0.06
NM-025,Lea County,New Mexico,-2.64,31,-2.83,0.19
NM-027,Lincoln County,New Mexico,-5.16,4,-5.23,0.07
NM-028,Los Alamos County,New Mexico,-2.76,28,-3.02,0.26
NM-029,Luna County,New Mexico,-4.77,2,-4.84,0.07
NM-031,McKinley County,New Mexico,-5.67,1,-5.92,0.25
NM-033,Mora County,New Mexico,0.68,79,0.2,0.48
NM-035,Otero County,New Mexico,-4.88,4,-4.99,0.11
NM-037,Quay County,New Mexico,2.58,104,2.3,0.28
NM-039,Rio Arriba County,New Mexico,-4.8,10,-5.11,0.31
NM-041,Roosevelt County,New Mexico,0,76,-0.27,0.27
NM-043,Sandoval County,New Mexico,-5.32,7,-5.45,0.13
NM-045,San Juan County,New Mexico,-6.15,3,-6.01,-0.14
NM-047,San Miguel County,New Mexico,1.46,92,1.14,0.32
NM-049,Santa Fe County,New Mexico,-1.21,50,-1.56,0.35
NM-051,Sierra County,New Mexico,-4.07,6,-4.44,0.37
NM-053,Socorro County,New Mexico,-3.97,6,-4.36,0.39
NM-055,Taos County,New Mexico,1.11,79,0.57,0.54
NM-057,Torrance County,New Mexico,-2.27,31,-2.56,0.29
NM-059,Union County,New Mexico,1.85,95,1.52,0.33
NM-061,Valencia County,New Mexico,-3.55,14,-4.16,0.61
NY-001,Albany County,New York,-1.01,43,-0.95,-0.06
NY-003,Allegany County,New York,-0.99,45,-1.21,0.22
NY-005,Bronx County,New York,-3.19,8,-3.08,-0.11
NY-007,Broome County,New York,1.73,93,1.75,-0.02
NY-009,Cattaraugus County,New York,-1.29,38,-1.21,-0.08
NY-011,Cayuga County,New York,0.98,69,0.82,0.16
NY-013,Chautauqua County,New York,-1.09,44,-0.97,-0.12
NY-015,Chemung County,New York,-1.58,31,-1.65,0.07
NY-017,Chenango County,New York,1.18,82,1.09,0.09
NY-019,Clinton County,New York,-1.82,28,-1.77,-0.05
NY-021,Columbia County,New York,-2.4,14,-2.38,-0.02
NY-023,Cortland County,New York,-0.8,50,-0.78,-0.02
NY-025,Delaware County,New York,0.98,74,0.88,0.1
NY-027,Dutchess County,New York,-1.99,19,-2.16,0.17
NY-029,Erie County,New York,-1.72,29,-1.51,-0.21
NY-031,Essex County,New York,-1.36,37,-1.17,-0.19
NY-033,Franklin County,New York,-1.66,27,-1.7,0.04
NY-035,Fulton County,New York,-1.27,37,-1.29,0.02
NY-037,Genesee County,New York,-1.43,36,-1.4,-0.03
NY-039,Greene County,New York,-1.35,39,-1.31,-0.04
NY-041,Hamilton County,New York,-0.86,55,-0.77,-0.09
NY-043,Herkimer County,New York,0.63,72,0.57,0.06
NY-045,Jefferson County,New York,2.64,113,2.6,0.04
NY-047,Kings County,New York,-3.32,7,-3.31,-0.01
NY-049,Lewis County,New York,1.75,99,1.77,-0.02
NY-051,Livingston County,New York,-1.03,47,-1,-0.03
NY-053,Madison County,New York,1.49,84,1.45,0.04
NY-055,Monroe County,New York,-0.89,46,-1.12,0.23
NY-057,Montgomery County,New York,0.89,68,0.85,0.04
NY-059,Nassau County,New York,-3.67,5,-3.63,-0.04
NY-061,New York County,New York,-3.21,8,-3.17,-0.04
NY-063,Niagara County,New York,-2.16,23,-2.32,0.16
NY-065,Oneida County,New York,1.2,83,1.12,0.08
NY-067,Onondaga County,New York,1.16,75,1.03,0.13
NY-069,Ontario County,New York,0,62,0.02,-0.02
NY-071,Orange County,New York,-2.57,12,-2.54,-0.03
NY-073,Orleans County,New York,-1.71,31,-1.93,0.22
NY-075,Oswego County,New York,1.72,92,1.53,0.19
NY-077,Otsego County,New York,1.59,83,1.34,0.25
NY-079,Putnam County,New York,-2.84,11,-2.84,-0
NY-081,Queens County,New York,-3.4,4,-3.31,-0.09
NY-083,Rensselaer County,New York,-1.5,43,-1.21,-0.29
NY-085,Richmond County,New York,-3.17,8,-3.27,0.1
NY-087,Rockland County,New York,-3.05,7,-2.94,-0.11
NY-089,St. Lawrence County,New York,-1.78,22,-1.75,-0.03
NY-091,Saratoga County,New York,-1.45,33,-1.31,-0.14
NY-093,Schenectady County,New York,-1.14,36,-1.07,-0.07
NY-095,Schoharie County,New York,0.77,69,0.62,0.15
NY-097,Schuyler County,New York,-1.18,44,-1.26,0.08
NY-099,Seneca County,New York,-0.5,51,-0.6,0.1
NY-101,Steuben County,New York,-1.68,29,-1.74,0.06
NY-103,Suffolk County,New York,-3.19,5,-3.22,0.03
NY-105,Sullivan County,New York,-0.93,50,-0.75,-0.18
NY-107,Tioga County,New York,-0.49,53,-0.6,0.11
NY-109,Tompkins County,New York,-0.76,55,-0.76,-0
NY-111,Ulster County,New York,-0.81,47,-0.87,0.06
NY-113,Warren County,New York,-1.22,34,-1.09,-0.13
NY-115,Washington County,New York,-1.85,28,-1.52,-0.33
NY-117,Wayne County,New York,-1.54,36,-1.41,-0.13
NY-119,Westchester County,New York,-3.04,9,-2.97,-0.07
NY-121,Wyoming County,New York,-1.17,40,-1.02,-0.15
NY-123,Yates County,New York,-0.63,52,-0.64,0.01
NC-001,Alamance County,North Carolina,3.09,125,3.04,0.05
NC-003,Alexander County,North Carolina,1.85,109,1.89,-0.04
NC-005,Alleghany County,North Carolina,-1.1,34,-1.2,0.1
NC-007,Anson County,North Carolina,-0.82,47,-0.98,0.16
NC-009,Ashe County,North Carolina,-1.66,26,-1.63,-0.03
NC-011,Avery County,North Carolina,-0.94,38,-1.11,0.17
NC-013,Beaufort County,North Carolina,-0.74,54,-0.89,0.15
NC-015,Bertie County,North Carolina,-0.93,51,-0.91,-0.02
NC-017,Bladen County,North Carolina,-1.36,40,-1.45,0.09
